datetime,machineID,failure
6/26/2015 6:00:00 AM,87,comp3
8/10/2015 6:00:00 AM,87,comp1
8/25/2015 6:00:00 AM,87,comp3
10/24/2015 6:00:00 AM,87,comp3
12/23/2015 6:00:00 AM,87,comp3
1/19/2015 6:00:00 AM,88,comp4
2/3/2015 6:00:00 AM,88,comp2
3/5/2015 6:00:00 AM,88,comp2
4/4/2015 6:00:00 AM,88,comp2
7/3/2015 6:00:00 AM,88,comp1
9/1/2015 6:00:00 AM,88,comp2
9/1/2015 6:00:00 AM,88,comp4
11/30/2015 6:00:00 AM,88,comp2
11/30/2015 6:00:00 AM,88,comp4
12/30/2015 6:00:00 AM,88,comp1
2/7/2015 6:00:00 AM,89,comp1
3/24/2015 6:00:00 AM,89,comp4
5/23/2015 6:00:00 AM,89,comp4
6/22/2015 6:00:00 AM,89,comp1
7/22/2015 6:00:00 AM,89,comp2
8/21/2015 6:00:00 AM,89,comp2
11/19/2015 6:00:00 AM,89,comp2
1/20/2015 6:00:00 AM,90,comp2
2/19/2015 6:00:00 AM,90,comp2
3/21/2015 6:00:00 AM,90,comp3
4/5/2015 6:00:00 AM,90,comp1
5/20/2015 6:00:00 AM,90,comp2
6/4/2015 6:00:00 AM,90,comp3
8/18/2015 6:00:00 AM,90,comp1
8/18/2015 6:00:00 AM,90,comp3
10/2/2015 6:00:00 AM,90,comp1
11/1/2015 6:00:00 AM,90,comp3
12/1/2015 6:00:00 AM,90,comp2
12/31/2015 6:00:00 AM,90,comp1
2/1/2015 6:00:00 AM,91,comp2
4/2/2015 6:00:00 AM,91,comp1
6/16/2015 6:00:00 AM,91,comp1
7/1/2015 6:00:00 AM,91,comp2
9/14/2015 6:00:00 AM,91,comp1
10/29/2015 6:00:00 AM,91,comp4
2/19/2015 6:00:00 AM,92,comp3
4/20/2015 6:00:00 AM,92,comp1
4/20/2015 6:00:00 AM,92,comp2
5/20/2015 6:00:00 AM,92,comp3
7/4/2015 6:00:00 AM,92,comp3
8/18/2015 6:00:00 AM,92,comp3
9/2/2015 6:00:00 AM,92,comp2
10/2/2015 6:00:00 AM,92,comp2
12/1/2015 6:00:00 AM,92,comp3
3/17/2015 6:00:00 AM,93,comp4
4/1/2015 6:00:00 AM,93,comp2
4/16/2015 6:00:00 AM,93,comp1
5/1/2015 6:00:00 AM,93,comp2
5/16/2015 6:00:00 AM,93,comp4
6/30/2015 6:00:00 AM,93,comp1
1/2/2015 3:00:00 AM,94,comp4
1/8/2015 6:00:00 AM,94,comp2
2/22/2015 6:00:00 AM,94,comp4
3/9/2015 6:00:00 AM,94,comp3
5/8/2015 6:00:00 AM,94,comp3
5/23/2015 6:00:00 AM,94,comp4
8/21/2015 6:00:00 AM,94,comp4
10/20/2015 6:00:00 AM,94,comp3
11/19/2015 6:00:00 AM,94,comp2
11/19/2015 6:00:00 AM,94,comp4
12/19/2015 6:00:00 AM,94,comp2
2/19/2015 6:00:00 AM,95,comp4
3/21/2015 6:00:00 AM,95,comp2
4/20/2015 6:00:00 AM,95,comp3
5/5/2015 6:00:00 AM,95,comp1
6/4/2015 6:00:00 AM,95,comp3
8/18/2015 6:00:00 AM,95,comp4
9/17/2015 6:00:00 AM,95,comp3
10/17/2015 6:00:00 AM,95,comp4
12/31/2015 6:00:00 AM,95,comp1
2/17/2015 6:00:00 AM,96,comp3
5/3/2015 6:00:00 AM,96,comp3
7/17/2015 6:00:00 AM,96,comp3
8/31/2015 6:00:00 AM,96,comp3
12/29/2015 6:00:00 AM,96,comp3
1/24/2015 6:00:00 AM,97,comp3
1/24/2015 6:00:00 AM,97,comp4
5/9/2015 6:00:00 AM,97,comp4
7/8/2015 6:00:00 AM,97,comp3
7/23/2015 6:00:00 AM,97,comp4
9/6/2015 6:00:00 AM,97,comp3
10/21/2015 6:00:00 AM,97,comp2
11/20/2015 6:00:00 AM,97,comp4
1/30/2015 6:00:00 AM,98,comp3
2/14/2015 6:00:00 AM,98,comp1
3/1/2015 6:00:00 AM,98,comp4
4/15/2015 6:00:00 AM,98,comp3
4/30/2015 6:00:00 AM,98,comp2
4/30/2015 6:00:00 AM,98,comp4
5/15/2015 6:00:00 AM,98,comp1
5/30/2015 6:00:00 AM,98,comp3
6/14/2015 6:00:00 AM,98,comp2
6/29/2015 6:00:00 AM,98,comp1
6/29/2015 6:00:00 AM,98,comp4
7/29/2015 6:00:00 AM,98,comp3
8/13/2015 6:00:00 AM,98,comp1
8/28/2015 6:00:00 AM,98,comp2
10/27/2015 6:00:00 AM,98,comp2
11/26/2015 6:00:00 AM,98,comp3
1/2/2015 3:00:00 AM,99,comp3
1/18/2015 6:00:00 AM,99,comp4
2/2/2015 6:00:00 AM,99,comp1
2/17/2015 6:00:00 AM,99,comp2
3/4/2015 6:00:00 AM,99,comp3
3/19/2015 6:00:00 AM,99,comp4
4/3/2015 6:00:00 AM,99,comp2
4/18/2015 6:00:00 AM,99,comp3
5/3/2015 6:00:00 AM,99,comp2
5/18/2015 6:00:00 AM,99,comp1
6/2/2015 6:00:00 AM,99,comp4
7/2/2015 6:00:00 AM,99,comp2
7/17/2015 6:00:00 AM,99,comp3
8/1/2015 6:00:00 AM,99,comp2
8/31/2015 6:00:00 AM,99,comp3
10/15/2015 6:00:00 AM,99,comp2
10/30/2015 6:00:00 AM,99,comp4
11/29/2015 6:00:00 AM,99,comp3
12/14/2015 6:00:00 AM,99,comp4
2/12/2015 6:00:00 AM,100,comp1
9/10/2015 6:00:00 AM,100,comp1
12/9/2015 6:00:00 AM,100,comp2
